"grouping","modification","site","activity","year","value","comments","data.source","non_wetting","acidic","physical","nutrient","rainfall_mean_annual","site_numb"
"Spade plant","Spade","Ouyen_Spade","additional costs ($/ha)",4,0,NA,"guess","green","green","red","red",328,76047
"Control","Unmodified","Sherwood","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","orange",459,25507
"Rip fertiliser","Rip","Sherwood","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","orange",459,25507
"Rip none","Rip","Sherwood","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","orange",459,25507
"Spade fertiliser","Spade","Sherwood","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","orange",459,25507
"Spade none","Spade","Sherwood","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","orange",459,25507
"Control","Unmodified","Telopea_Downs","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","green",496,78034
"Spade non organic","Spade","Telopea_Downs","additional costs ($/ha)",4,0,NA,"guess","green","green","orange","green",496,78034
"Control","Unmodified","Tempy","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",328,76047
"IncRip animal","IncRip","Tempy","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",328,76047
"IncRip none","IncRip","Tempy","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",328,76047
"Rip animal","Rip","Tempy","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",328,76047
"Rip none","Rip","Tempy","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",328,76047
"Control","Unmodified","Waikerie","additional costs ($/ha)",4,0,NA,"guess","green","green","red","orange",276,24029
"Rip animal","Rip","Waikerie","additional costs ($/ha)",4,0,NA,"guess","green","green","red","orange",276,24029
"Rip fertiliser","Rip","Waikerie","additional costs ($/ha)",4,0,NA,"guess","green","green","red","orange",276,24029
"Rip none","Rip","Waikerie","additional costs ($/ha)",4,0,NA,"guess","green","green","red","orange",276,24029
"Unmodified animal","Unmodified","Waikerie","additional costs ($/ha)",4,0,NA,"guess","green","green","red","orange",276,24029
"Unmodified fertiliser","Unmodified","Waikerie","additional costs ($/ha)",4,0,NA,"guess","green","green","red","orange",276,24029
"Control","Unmodified","Warnertown","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","green",374,21102
"DiscInv none","DiscInv","Warnertown","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","green",374,21102
"IncRip none","IncRip","Warnertown","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","green",374,21102
"Rip none","Rip","Warnertown","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","green",374,21102
"Spade none","Spade","Warnertown","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","green",374,21102
"Control","Unmodified","Wynarka","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",339,25006
"IncRip none","IncRip","Wynarka","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",339,25006
"IncRip+Spade none","IncRip+Spade","Wynarka","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",339,25006
"Rip none","Rip","Wynarka","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",339,25006
"Rip+Spade none","Rip+Spade","Wynarka","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",339,25006
"Spade none","Spade","Wynarka","additional costs ($/ha)",4,0,NA,"guess","orange","green","orange","orange",339,25006
"Control","Unmodified","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Rip none","Rip","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Sweep animal","Sweep","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Sweep mixed","Sweep","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Sweep non organic","Sweep","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Sweep none","Sweep","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Unmodified animal","Unmodified","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Unmodified fertiliser","Unmodified","Yenda","additional costs ($/ha)",4,0,NA,"guess","green","red","red","red",420,75079
"Control","Unmodified","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"IncRip none","IncRip","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"Rip none","Rip","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"Spade none","Spade","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"Unmodified non organic","Unmodified","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"Unmodified none","Unmodified","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"Unmodified+OnRow none","Unmodified+OnRow","Younghusband","additional costs ($/ha)",4,0,NA,"guess","red","green","red","red",295,24517
"Control","Unmodified","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade fertiliser","Spade","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade mixed","Spade","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade non organic","Spade","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade none","Spade","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Spade plant","Spade","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Unmodified fertiliser","Unmodified","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Unmodified mixed","Unmodified","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Unmodified non organic","Unmodified","Brimpton Lake","additional savings ($/ha)",4,0,NA,"guess","orange","orange","red","orange",409,18099
"Control","Unmodified","Brooker","additional savings ($/ha)",4,0,NA,"guess","red","green","orange","red",409,18099
"Spade fertiliser","Spade","Brooker","additional savings ($/ha)",4,0,NA,"guess","red","green","orange","red",409,18099
"Spade mixed","Spade","Brooker","additional savings ($/ha)",4,0,NA,"guess","red","green","orange","red",409,18099
"Spade none","Spade","Brooker","additional savings ($/ha)",4,0,NA,"guess","red","green","orange","red",409,18099
"Spade plant","Spade","Brooker","additional savings ($/ha)",4,0,NA,"guess","red","green","orange","red",409,18099
"Unmodified fertiliser","Unmodified","Brooker","additional savings ($/ha)",4,0,NA,"guess","red","green","orange","red",409,18099
"Control","Unmodified","Buckleboo","additional savings ($/ha)",4,0,NA,"guess","green","green","red","orange",346,18040
"IncRip fertiliser","IncRip","Buckleboo","additional savings ($/ha)",4,0,NA,"guess","green","green","red","orange",346,18040
"IncRip none","IncRip","Buckleboo","additional savings ($/ha)",4,0,NA,"guess","green","green","red","orange",346,18040
"Rip none","Rip","Buckleboo","additional savings ($/ha)",4,0,NA,"guess","green","green","red","orange",346,18040
"Control","Unmodified","Bute_CSIRO","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","red",394,21012
"IncRip animal","IncRip","Bute_CSIRO","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","red",394,21012
"IncRip none","IncRip","Bute_CSIRO","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","red",394,21012
"Rip animal","Rip","Bute_CSIRO","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","red",394,21012
"Rip none","Rip","Bute_CSIRO","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","red",394,21012
"Unmodified animal","Unmodified","Bute_CSIRO","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","red",394,21012
"Control","Unmodified","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Rip animal","Rip","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Rip fertiliser","Rip","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Rip mixed","Rip","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Rip non organic","Rip","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Rip none","Rip","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Unmodified animal","Unmodified","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Unmodified fertiliser","Unmodified","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Unmodified mixed","Unmodified","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Unmodified non organic","Unmodified","Bute_Trengrove","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","red",394,21012
"Control","Unmodified","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Spade fertiliser","Spade","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Spade mixed","Spade","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Spade non organic","Spade","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Spade none","Spade","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Spade plant","Spade","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Unmodified fertiliser","Unmodified","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Unmodified mixed","Unmodified","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Unmodified non organic","Unmodified","Cadgee","additional savings ($/ha)",4,0,NA,"guess","red","red","green","red",559,26015
"Control","Unmodified","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Rip none","Rip","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Rip plant","Rip","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Rip+Spade none","Rip+Spade","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Rip+Spade plant","Rip+Spade","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Spade none","Spade","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Spade plant","Spade","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Unmodified plant","Unmodified","Carwarp_Amelioration","additional savings ($/ha)",4,0,NA,"guess","green","green","red","red",287,76052
"Control","Unmodified","Cummins","additional savings ($/ha)",4,0,NA,"guess","green","orange","red","orange",422,18023
"IncRip non organic","IncRip","Cummins","additional savings ($/ha)",4,0,NA,"guess","green","orange","red","orange",422,18023
"IncRip none","IncRip","Cummins","additional savings ($/ha)",4,0,NA,"guess","green","orange","red","orange",422,18023
"Rip none","Rip","Cummins","additional savings ($/ha)",4,0,NA,"guess","green","orange","red","orange",422,18023
"Control","Unmodified","Karkoo","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",409,18099
"IncRip none","IncRip","Karkoo","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",409,18099
"IncRip plant","IncRip","Karkoo","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",409,18099
"Rip none","Rip","Karkoo","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",409,18099
"Control","Unmodified","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Spade fertiliser","Spade","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Spade mixed","Spade","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Spade non organic","Spade","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Spade none","Spade","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Spade plant","Spade","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Unmodified fertiliser","Unmodified","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Unmodified mixed","Unmodified","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Unmodified non organic","Unmodified","Karoonda","additional savings ($/ha)",4,0,NA,"guess","orange","green","red","orange",339,25006
"Control","Unmodified","Kooloonong_canola","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Rip animal","Rip","Kooloonong_canola","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Rip none","Rip","Kooloonong_canola","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Unmodified animal","Unmodified","Kooloonong_canola","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Control","Unmodified","Kooloonong_chickpea","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Rip animal","Rip","Kooloonong_chickpea","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Rip none","Rip","Kooloonong_chickpea","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Unmodified animal","Unmodified","Kooloonong_chickpea","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
"Control","Unmodified","Kooloonong_lentil","additional savings ($/ha)",4,0,NA,"guess","green","green","orange","orange",323,49002
